time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,programme,breakdown,group_name,total_ects_count,cumulative_ects,count_swfc_ects,breakdown_percent_ect,breakdown_percent_swfc_ect,programme_percent_ect,programme_percent_swfc_ect
202122,Academic year,Local authority,England,E92000001,,,Kensington and Chelsea,207,E09000020,Overall,Overall,Overall,95,95,83,0.3,0.3,100,100
202223,Academic year,Local authority,England,E92000001,,,Kensington and Chelsea,207,E09000020,Overall,Overall,Overall,79,174,71,0.3,0.3,100,100
202324,Academic year,Local authority,England,E92000001,,,Kensington and Chelsea,207,E09000020,Overall,Overall,Overall,66,240,51,0.3,0.3,100,100
202425,Academic year,Local authority,England,E92000001,,,Kensington and Chelsea,207,E09000020,Overall,Overall,Overall,70,310,54,0.3,0.3,100,100
202122,Academic year,Local authority,England,E92000001,,,Lambeth,208,E09000022,Overall,Overall,Overall,150,150,131,0.5,0.5,100,100
202223,Academic year,Local authority,England,E92000001,,,Lambeth,208,E09000022,Overall,Overall,Overall,166,316,147,0.6,0.6,100,100
202324,Academic year,Local authority,England,E92000001,,,Lambeth,208,E09000022,Overall,Overall,Overall,142,458,113,0.6,0.6,100,100
202425,Academic year,Local authority,England,E92000001,,,Lambeth,208,E09000022,Overall,Overall,Overall,114,572,87,0.5,0.5,100,100
202122,Academic year,Local authority,England,E92000001,,,Lewisham,209,E09000023,Overall,Overall,Overall,129,129,107,0.4,0.4,100,100
202223,Academic year,Local authority,England,E92000001,,,Lewisham,209,E09000023,Overall,Overall,Overall,134,263,117,0.5,0.5,100,100
202324,Academic year,Local authority,England,E92000001,,,Lewisham,209,E09000023,Overall,Overall,Overall,120,383,100,0.5,0.5,100,100
202425,Academic year,Local authority,England,E92000001,,,Lewisham,209,E09000023,Overall,Overall,Overall,116,499,90,0.5,0.5,100,100
202122,Academic year,Local authority,England,E92000001,,,Southwark,210,E09000028,Overall,Overall,Overall,222,222,201,0.8,0.8,100,100
202223,Academic year,Local authority,England,E92000001,,,Southwark,210,E09000028,Overall,Overall,Overall,227,449,199,0.8,0.8,100,100
202324,Academic year,Local authority,England,E92000001,,,Southwark,210,E09000028,Overall,Overall,Overall,177,626,138,0.7,0.7,100,100
202425,Academic year,Local authority,England,E92000001,,,Southwark,210,E09000028,Overall,Overall,Overall,147,773,97,0.7,0.6,100,100
202122,Academic year,Local authority,England,E92000001,,,Tower Hamlets,211,E09000030,Overall,Overall,Overall,205,205,171,0.7,0.7,100,100
202223,Academic year,Local authority,England,E92000001,,,Tower Hamlets,211,E09000030,Overall,Overall,Overall,197,402,170,0.7,0.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Tower Hamlets,211,E09000030,Overall,Overall,Overall,197,599,168,0.8,0.8,100,100
202425,Academic year,Local authority,England,E92000001,,,Tower Hamlets,211,E09000030,Overall,Overall,Overall,155,754,124,0.7,0.7,100,100
202122,Academic year,Local authority,England,E92000001,,,Wandsworth,212,E09000032,Overall,Overall,Overall,185,185,153,0.6,0.6,100,100
202223,Academic year,Local authority,England,E92000001,,,Wandsworth,212,E09000032,Overall,Overall,Overall,107,292,93,0.4,0.4,100,100
202324,Academic year,Local authority,England,E92000001,,,Wandsworth,212,E09000032,Overall,Overall,Overall,136,428,117,0.5,0.6,100,100
202425,Academic year,Local authority,England,E92000001,,,Wandsworth,212,E09000032,Overall,Overall,Overall,97,525,76,0.4,0.5,100,100
202122,Academic year,Local authority,England,E92000001,,,Westminster,213,E09000033,Overall,Overall,Overall,141,141,122,0.5,0.5,100,100
202223,Academic year,Local authority,England,E92000001,,,Westminster,213,E09000033,Overall,Overall,Overall,110,251,94,0.4,0.4,100,100
202324,Academic year,Local authority,England,E92000001,,,Westminster,213,E09000033,Overall,Overall,Overall,119,370,98,0.5,0.5,100,100
202425,Academic year,Local authority,England,E92000001,,,Westminster,213,E09000033,Overall,Overall,Overall,95,465,75,0.4,0.4,100,100
202122,Academic year,Local authority,England,E92000001,,,Barking and Dagenham,301,E09000002,Overall,Overall,Overall,163,163,147,0.6,0.6,100,100
202223,Academic year,Local authority,England,E92000001,,,Barking and Dagenham,301,E09000002,Overall,Overall,Overall,174,337,154,0.6,0.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Barking and Dagenham,301,E09000002,Overall,Overall,Overall,160,497,132,0.6,0.7,100,100
202425,Academic year,Local authority,England,E92000001,,,Barking and Dagenham,301,E09000002,Overall,Overall,Overall,130,627,101,0.6,0.6,100,100
202122,Academic year,Local authority,England,E92000001,,,Barnet,302,E09000003,Overall,Overall,Overall,245,245,214,0.8,0.9,100,100
202223,Academic year,Local authority,England,E92000001,,,Barnet,302,E09000003,Overall,Overall,Overall,259,504,221,0.9,0.9,100,100
202324,Academic year,Local authority,England,E92000001,,,Barnet,302,E09000003,Overall,Overall,Overall,200,704,176,0.8,0.9,100,100
202425,Academic year,Local authority,England,E92000001,,,Barnet,302,E09000003,Overall,Overall,Overall,220,924,162,1,1,100,100
202122,Academic year,Local authority,England,E92000001,,,Bexley,303,E09000004,Overall,Overall,Overall,160,160,141,0.6,0.6,100,100
202223,Academic year,Local authority,England,E92000001,,,Bexley,303,E09000004,Overall,Overall,Overall,157,317,136,0.6,0.6,100,100
202324,Academic year,Local authority,England,E92000001,,,Bexley,303,E09000004,Overall,Overall,Overall,121,438,89,0.5,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Bexley,303,E09000004,Overall,Overall,Overall,118,556,96,0.5,0.6,100,100
202122,Academic year,Local authority,England,E92000001,,,Brent,304,E09000005,Overall,Overall,Overall,213,213,172,0.7,0.7,100,100
202223,Academic year,Local authority,England,E92000001,,,Brent,304,E09000005,Overall,Overall,Overall,209,422,172,0.7,0.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Brent,304,E09000005,Overall,Overall,Overall,192,614,151,0.8,0.8,100,100
202425,Academic year,Local authority,England,E92000001,,,Brent,304,E09000005,Overall,Overall,Overall,196,810,156,0.9,0.9,100,100
202122,Academic year,Local authority,England,E92000001,,,Bromley,305,E09000006,Overall,Overall,Overall,197,197,163,0.7,0.6,100,100
202223,Academic year,Local authority,England,E92000001,,,Bromley,305,E09000006,Overall,Overall,Overall,208,405,186,0.7,0.8,100,100
202324,Academic year,Local authority,England,E92000001,,,Bromley,305,E09000006,Overall,Overall,Overall,168,573,133,0.7,0.7,100,100
202425,Academic year,Local authority,England,E92000001,,,Bromley,305,E09000006,Overall,Overall,Overall,138,711,114,0.6,0.7,100,100
202122,Academic year,Local authority,England,E92000001,,,Croydon,306,E09000008,Overall,Overall,Overall,277,277,240,1,1,100,100
202223,Academic year,Local authority,England,E92000001,,,Croydon,306,E09000008,Overall,Overall,Overall,179,456,155,0.6,0.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Croydon,306,E09000008,Overall,Overall,Overall,194,650,158,0.8,0.8,100,100
202425,Academic year,Local authority,England,E92000001,,,Croydon,306,E09000008,Overall,Overall,Overall,179,829,130,0.8,0.8,100,100
202122,Academic year,Local authority,England,E92000001,,,Ealing,307,E09000009,Overall,Overall,Overall,190,190,174,0.7,0.7,100,100
202223,Academic year,Local authority,England,E92000001,,,Ealing,307,E09000009,Overall,Overall,Overall,200,390,180,0.7,0.8,100,100
202324,Academic year,Local authority,England,E92000001,,,Ealing,307,E09000009,Overall,Overall,Overall,168,558,143,0.7,0.7,100,100
202425,Academic year,Local authority,England,E92000001,,,Ealing,307,E09000009,Overall,Overall,Overall,187,745,154,0.8,0.9,100,100
202122,Academic year,Local authority,England,E92000001,,,Enfield,308,E09000010,Overall,Overall,Overall,237,237,211,0.8,0.8,100,100
202223,Academic year,Local authority,England,E92000001,,,Enfield,308,E09000010,Overall,Overall,Overall,214,451,185,0.8,0.8,100,100
202324,Academic year,Local authority,England,E92000001,,,Enfield,308,E09000010,Overall,Overall,Overall,197,648,175,0.8,0.9,100,100
202425,Academic year,Local authority,England,E92000001,,,Enfield,308,E09000010,Overall,Overall,Overall,163,811,127,0.7,0.8,100,100
202122,Academic year,Local authority,England,E92000001,,,Haringey,309,E09000014,Overall,Overall,Overall,174,174,151,0.6,0.6,100,100
202223,Academic year,Local authority,England,E92000001,,,Haringey,309,E09000014,Overall,Overall,Overall,151,325,125,0.5,0.5,100,100
202324,Academic year,Local authority,England,E92000001,,,Haringey,309,E09000014,Overall,Overall,Overall,125,450,102,0.5,0.5,100,100
202425,Academic year,Local authority,England,E92000001,,,Haringey,309,E09000014,Overall,Overall,Overall,120,570,100,0.5,0.6,100,100
202122,Academic year,Local authority,England,E92000001,,,Harrow,310,E09000015,Overall,Overall,Overall,164,164,146,0.6,0.6,100,100
202223,Academic year,Local authority,England,E92000001,,,Harrow,310,E09000015,Overall,Overall,Overall,179,343,158,0.6,0.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Harrow,310,E09000015,Overall,Overall,Overall,144,487,120,0.6,0.6,100,100
202425,Academic year,Local authority,England,E92000001,,,Harrow,310,E09000015,Overall,Overall,Overall,117,604,90,0.5,0.5,100,100
202122,Academic year,Local authority,England,E92000001,,,Havering,311,E09000016,Overall,Overall,Overall,166,166,154,0.6,0.6,100,100
202223,Academic year,Local authority,England,E92000001,,,Havering,311,E09000016,Overall,Overall,Overall,140,306,124,0.5,0.5,100,100
202324,Academic year,Local authority,England,E92000001,,,Havering,311,E09000016,Overall,Overall,Overall,120,426,102,0.5,0.5,100,100
202425,Academic year,Local authority,England,E92000001,,,Havering,311,E09000016,Overall,Overall,Overall,128,554,106,0.6,0.6,100,100
202122,Academic year,Local authority,England,E92000001,,,Hillingdon,312,E09000017,Overall,Overall,Overall,228,228,205,0.8,0.8,100,100
202223,Academic year,Local authority,England,E92000001,,,Hillingdon,312,E09000017,Overall,Overall,Overall,205,433,186,0.7,0.8,100,100
202324,Academic year,Local authority,England,E92000001,,,Hillingdon,312,E09000017,Overall,Overall,Overall,205,638,158,0.8,0.8,100,100
202425,Academic year,Local authority,England,E92000001,,,Hillingdon,312,E09000017,Overall,Overall,Overall,143,781,115,0.6,0.7,100,100
202122,Academic year,Local authority,England,E92000001,,,Hounslow,313,E09000018,Overall,Overall,Overall,194,194,174,0.7,0.7,100,100
202223,Academic year,Local authority,England,E92000001,,,Hounslow,313,E09000018,Overall,Overall,Overall,214,408,187,0.8,0.8,100,100
202324,Academic year,Local authority,England,E92000001,,,Hounslow,313,E09000018,Overall,Overall,Overall,183,591,152,0.7,0.8,100,100
202425,Academic year,Local authority,England,E92000001,,,Hounslow,313,E09000018,Overall,Overall,Overall,181,772,131,0.8,0.8,100,100
202122,Academic year,Local authority,England,E92000001,,,Kingston upon Thames,314,E09000021,Overall,Overall,Overall,88,88,81,0.3,0.3,100,100
202223,Academic year,Local authority,England,E92000001,,,Kingston upon Thames,314,E09000021,Overall,Overall,Overall,73,161,65,0.3,0.3,100,100
202324,Academic year,Local authority,England,E92000001,,,Kingston upon Thames,314,E09000021,Overall,Overall,Overall,92,253,75,0.4,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Kingston upon Thames,314,E09000021,Overall,Overall,Overall,70,323,55,0.3,0.3,100,100
202122,Academic year,Local authority,England,E92000001,,,Merton,315,E09000024,Overall,Overall,Overall,166,166,159,0.6,0.6,100,100
202223,Academic year,Local authority,England,E92000001,,,Merton,315,E09000024,Overall,Overall,Overall,81,247,72,0.3,0.3,100,100
202324,Academic year,Local authority,England,E92000001,,,Merton,315,E09000024,Overall,Overall,Overall,74,321,58,0.3,0.3,100,100
202425,Academic year,Local authority,England,E92000001,,,Merton,315,E09000024,Overall,Overall,Overall,98,419,80,0.4,0.5,100,100
202122,Academic year,Local authority,England,E92000001,,,Newham,316,E09000025,Overall,Overall,Overall,283,283,246,1,1,100,100
202223,Academic year,Local authority,England,E92000001,,,Newham,316,E09000025,Overall,Overall,Overall,267,550,224,1,1,100,100
202324,Academic year,Local authority,England,E92000001,,,Newham,316,E09000025,Overall,Overall,Overall,255,805,203,1,1,100,100
202425,Academic year,Local authority,England,E92000001,,,Newham,316,E09000025,Overall,Overall,Overall,228,1033,183,1,1.1,100,100
202122,Academic year,Local authority,England,E92000001,,,Redbridge,317,E09000026,Overall,Overall,Overall,204,204,194,0.7,0.8,100,100
202223,Academic year,Local authority,England,E92000001,,,Redbridge,317,E09000026,Overall,Overall,Overall,181,385,165,0.6,0.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Redbridge,317,E09000026,Overall,Overall,Overall,150,535,127,0.6,0.6,100,100
202425,Academic year,Local authority,England,E92000001,,,Redbridge,317,E09000026,Overall,Overall,Overall,151,686,117,0.7,0.7,100,100
202122,Academic year,Local authority,England,E92000001,,,Richmond upon Thames,318,E09000027,Overall,Overall,Overall,93,93,91,0.3,0.4,100,100
202223,Academic year,Local authority,England,E92000001,,,Richmond upon Thames,318,E09000027,Overall,Overall,Overall,121,214,114,0.4,0.5,100,100
202324,Academic year,Local authority,England,E92000001,,,Richmond upon Thames,318,E09000027,Overall,Overall,Overall,98,312,74,0.4,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Richmond upon Thames,318,E09000027,Overall,Overall,Overall,88,400,77,0.4,0.5,100,100
202122,Academic year,Local authority,England,E92000001,,,Sutton,319,E09000029,Overall,Overall,Overall,147,147,137,0.5,0.5,100,100
202223,Academic year,Local authority,England,E92000001,,,Sutton,319,E09000029,Overall,Overall,Overall,132,279,116,0.5,0.5,100,100
202324,Academic year,Local authority,England,E92000001,,,Sutton,319,E09000029,Overall,Overall,Overall,132,411,113,0.5,0.6,100,100
202425,Academic year,Local authority,England,E92000001,,,Sutton,319,E09000029,Overall,Overall,Overall,116,527,99,0.5,0.6,100,100
202122,Academic year,Local authority,England,E92000001,,,Waltham Forest,320,E09000031,Overall,Overall,Overall,165,165,138,0.6,0.5,100,100
202223,Academic year,Local authority,England,E92000001,,,Waltham Forest,320,E09000031,Overall,Overall,Overall,190,355,157,0.7,0.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Waltham Forest,320,E09000031,Overall,Overall,Overall,130,485,107,0.5,0.5,100,100
202425,Academic year,Local authority,England,E92000001,,,Waltham Forest,320,E09000031,Overall,Overall,Overall,139,624,97,0.6,0.6,100,100
202122,Academic year,Local authority,England,E92000001,,,Birmingham,330,E08000025,Overall,Overall,Overall,808,808,671,2.8,2.7,100,100
202223,Academic year,Local authority,England,E92000001,,,Birmingham,330,E08000025,Overall,Overall,Overall,783,1591,628,2.8,2.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Birmingham,330,E08000025,Overall,Overall,Overall,734,2325,549,2.9,2.8,100,100
202425,Academic year,Local authority,England,E92000001,,,Birmingham,330,E08000025,Overall,Overall,Overall,716,3041,505,3.2,3,100,100
202122,Academic year,Local authority,England,E92000001,,,Coventry,331,E08000026,Overall,Overall,Overall,206,206,184,0.7,0.7,100,100
202223,Academic year,Local authority,England,E92000001,,,Coventry,331,E08000026,Overall,Overall,Overall,211,417,188,0.8,0.8,100,100
202324,Academic year,Local authority,England,E92000001,,,Coventry,331,E08000026,Overall,Overall,Overall,199,616,159,0.8,0.8,100,100
202425,Academic year,Local authority,England,E92000001,,,Coventry,331,E08000026,Overall,Overall,Overall,167,783,134,0.7,0.8,100,100
202122,Academic year,Local authority,England,E92000001,,,Dudley,332,E08000027,Overall,Overall,Overall,137,137,117,0.5,0.5,100,100
202223,Academic year,Local authority,England,E92000001,,,Dudley,332,E08000027,Overall,Overall,Overall,134,271,91,0.5,0.4,100,100
202324,Academic year,Local authority,England,E92000001,,,Dudley,332,E08000027,Overall,Overall,Overall,108,379,81,0.4,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Dudley,332,E08000027,Overall,Overall,Overall,127,506,94,0.6,0.6,100,100
202122,Academic year,Local authority,England,E92000001,,,Sandwell,333,E08000028,Overall,Overall,Overall,202,202,181,0.7,0.7,100,100
202223,Academic year,Local authority,England,E92000001,,,Sandwell,333,E08000028,Overall,Overall,Overall,201,403,153,0.7,0.7,100,100
202324,Academic year,Local authority,England,E92000001,,,Sandwell,333,E08000028,Overall,Overall,Overall,196,599,143,0.8,0.7,100,100
202425,Academic year,Local authority,England,E92000001,,,Sandwell,333,E08000028,Overall,Overall,Overall,193,792,150,0.9,0.9,100,100
202122,Academic year,Local authority,England,E92000001,,,Solihull,334,E08000029,Overall,Overall,Overall,134,134,119,0.5,0.5,100,100
202223,Academic year,Local authority,England,E92000001,,,Solihull,334,E08000029,Overall,Overall,Overall,138,272,115,0.5,0.5,100,100
202324,Academic year,Local authority,England,E92000001,,,Solihull,334,E08000029,Overall,Overall,Overall,113,385,88,0.5,0.4,100,100
202425,Academic year,Local authority,England,E92000001,,,Solihull,334,E08000029,Overall,Overall,Overall,104,489,90,0.5,0.5,100,100
202122,Academic year,Local authority,England,E92000001,,,Walsall,335,E08000030,Overall,Overall,Overall,189,189,150,0.7,0.6,100,100
